Month,Avg_LaeqD,Avg_LaeqN
01,46.119354838709675,41.996774193548376
02,54.71428571428572,49.33928571428571
03,53.63548387096775,49.13225806451614
04,54.846666666666664,48.53
05,53.387096774193544,49.145161290322584
06,56.85000000000001,52.7
07,58.50645161290322,52.75483870967742
08,56.06129032258063,50.54516129032258
09,57.89666666666667,51.9
10,55.79677419354839,50.51290322580645
11,52.34000000000001,48.96
12,56.887096774193544,51.04516129032258
