Month,Avg_LaeqD,Avg_LaeqN
01,27.93548387096774,29.44516129032258
02,27.832142857142856,35.525
03,23.61290322580645,28.780645161290323
04,33.696666666666665,35.05
05,32.10645161290323,35.02258064516129
06,38.22666666666667,37.83
07,29.14193548387097,38.429032258064524
08,37.75806451612903,34.987096774193546
09,33.42666666666666,32.93
10,30.95161290322581,35.10967741935484
11,31.27,33.163333333333334
12,32.92258064516129,34.08709677419355
