Month,Avg_LaeqD,Avg_LaeqN
01,55.13870967741935,48.987096774193546
02,53.910714285714285,48.392857142857146
03,49.9516129032258,45.941935483870964
04,32.26,28.87
05,55.56129032258064,48.603225806451604
06,51.919999999999995,50.73333333333333
07,56.27741935483871,51.658064516129045
08,48.458064516129035,47.70322580645161
09,52.53333333333333,49.763333333333335
10,54.858064516129026,50.593548387096774
11,48.77666666666667,45.88333333333333
12,49.58064516129033,46.832258064516125
