Month,Avg_LaeqD,Avg_LaeqN
01,67.51935483870967,60.699999999999996
02,66.69285714285715,59.68571428571429
03,67.32903225806452,60.60967741935483
04,68.63000000000001,59.17666666666666
05,68.8967741935484,61.812903225806465
06,68.81,62.33666666666667
07,68.36451612903225,61.16451612903226
08,69.08709677419355,62.7
09,57.79666666666666,55.47333333333334
10,68.82580645161292,60.96129032258065
11,68.41333333333334,61.469999999999985
12,67.84516129032258,60.48064516129031
